旅館名稱,最低房價,最高房價,地址,圖片連結,城市,網站,電話
鳶尾花渡假民宿,5200,7200,"No.81, Guofu 11th St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,http://www.tel038.com.tw/irishouse/rooms.html,886-936-691246
回家背包客棧二館民宿,7200,7200,"No.3, Ln. 3, Zhongshan Rd., Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-928-191163
獨立森林２號,6250,6250,"No.42-3, Xiaowei S. Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,,886-3-9501580
雁窩民宿,3000,6000,"No.5, Ln. 51, Luliao Rd., Luye Township, Taitung County 955, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/37381.jpg?v=20250516,鹿野鄉,http://www.goose51599.com.tw/,886-937-389953
頭社田園民宿,6000,6000,"No.50-33,Pinghe Ln.,Yuchi Township, Nantou County 555, Taiwan(R.O.C.)",,魚池鄉,,886-978-211989
風島民宿,3500,3800,"No.98-2, Xiwen’ao, Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/23017.jpg?v=20250516,馬公市,,886-6-9213209
實在玩家民宿,3000,3000,"No.28-5, Tiexianwei, Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-6-9950720
皇裔民宿,2680,2680,"No.130, Jianlin St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/290117.jpg?v=20250516,花蓮市,,886-932-522026
溫馨小棧民宿,2800,2800,"No.12, Renhe St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/161516.jpg?v=20250516,花蓮市,,886-919-288253
長春精品旅館,3600,5200,"No.29, Cingcheng St., Songshan District, Taipei City 105, Taiwan (R.O.C.)",,松山區,https://www.taiwantravelmap.com/hotel/750-ch-index.html,886-2-27188268
夏樂民宿,2800,2800,"No.26, Fish Port, Ludao Township, Taitung County 951, Taiwan (R.O.C.)",,,,886-928-349726
門埕青旅,12600,12600,"No.10, Ln. 21, Zhengzhou Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/281126.jpg?v=20250516,大同區,,886-2-25585676
王子民宿,4000,6000,"No.117, De’an 6th St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-958-062519
鉑泊客,3080,3680,"1-5F, No.50, Sec.1 , Hankou St., Zhongzheng Dist., Taipei City, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/43652.jpg?v=20250516,中正區,,886-2-23755555
柯達大飯店台北一店,1000,22000,"No.1, Ln. 11, Sec. 2, Zhongshan N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/88439.jpg?v=20250516,中山區,http://taipei1.khotels.com.tw/zh-TW/,886-2-25422222
松之風精品旅店,4000,8800,"No.1, Fuyu 6th St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/26527.jpg?v=20250516,花蓮市,http://www.spring-breeze.tw/,886-3-8460588
薇閣精品旅館,4700,16800,"No.11, Jingye 3rd Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/43890.jpg?v=20250516,中山區,,886-2-85026000
皇后旅社,6800,20000,"No.226, Chang’an W. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",,大同區,,886-2-25590489
香香雙博士大旅社,880,1350,"5,8F., No.73, Zhulin Rd., Yonghe Dist., New Taipei City 234, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/265571.jpg?v=20250516,永和區,,886-2-89285168
你好生活公寓民宿,1600,2300,"No.91, Guoxing 2nd St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-978-310280
沐楓商務旅館,8000,10000,"No.38, Bo&#39;ai 3rd Rd., Zhongli Dist., Taoyuan City 32041, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/40374.jpg?v=20250516,中壢區,http://www.hotelmu.com.tw/,886-3-4275999
多桑的店民宿,3200,6000,"No.100, Wushi Ln., Ruifang Dist., New Taipei City 224, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/267893.jpg?v=20250516,瑞芳區,,886-2-24061681
璞樹文旅,2700,10800,"No.235, Sec. 3, Liming Rd., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/21391.jpg?v=20250516,西屯區,http://www.treeart.com.tw,886-4-24510235
五結‧童心,2800,3000,"No.7-2, Ln. 117, Sec. 2, Wujie Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,http://www.wjts-bnb.com/,886-903-720268
獨立森林１號,6250,6250,"No.42-2, Xiaowei S. Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,,886-3-9501580
蘭卡莎民宿,5000,6800,"No.87, Aly. 21, Ln. 200, Sec. 1, Xing’an Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/11781.jpg?v=20250516,台東市,http://www.lancasa.tw/,886-975-723411
晴天裡飛翔莊園民宿,2000,3000,"No.17, Aly. 6, Ln. 16, Sec. 1, Fengping Rd., Shoufeng Township, Hualien County 974, Taiwan",https://taiwan.taiwanstay.net.tw/twpic/256664.jpeg?v=20250516,壽豐鄉,,886-911-330499
在家行旅西門館,5000,20000,"No.8, Ln. 96, Kunming St., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/10467.JPG?v=20250516,萬華區,https://booking.owlting.com/athomehotelximen,886-2-23619000
璞漣商務旅館西門店,3300,4500,"No.6, Ln. 27, Chengdu Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/6489.jpg?v=20250516,萬華區,http://www.hotel-puri.com.tw,886-2-23718616
全家旅店,6600,12000,"No.59-1, Zhonghe Rd., Zhonghe Dist., New Taipei City 235, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/109982.jpg?v=20250516,中和區,http://hotel.family-tpe.com,886-2-82455151
堤亞瓦舍,3000,3000,"No.7, Gongyuan 3rd Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/68989.jpg?v=20250516,五結鄉,,886-934-362709
初春民宿,2400,4000,"No.175, Tiehua Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,,886-89-331626
樂活休閒飯店,7800,8800,"No.2, Minxiang 3rd St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/272524.jpg?v=20250516,花蓮市,https://hotel-lohas.com/,886-3-8225258
福杯滿溢民宿,3400,3400,"No.49, Xinyi St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-928-121897
南海大飯店,4000,8000,"No.10, Xinsheng 1st St., Qianjin Dist., Kaohsiung City 801, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/261194.jpg?v=20250516,前金區,,886-7-2870191
迴音谷森林民宿,1800,1800,"No.21, Aly. 168, Ln. 289, Guofu St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-3-8577273
采羚休閒渡假民宿,3300,4000,"No.63, Leli Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,,886-912-151296
幸福轉角民宿,4600,6200,"No.29, Wenchang St., Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-6-9270118
偕安民宿,2000,4000,"No.18, Guomin, Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-3-8331995
七星潭燈塔民宿,1800,3200,"No.59, Qixing St., Xincheng Township, Hualien County 971, Taiwan (R.O.C.)",,新城鄉,,886-3-8239466
卡弧灣民宿,3300,8000,"No.403, Sec. 2, Wujie Central Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/10529.jpg?v=20250516,五結鄉,,886-3-9600163
豪爵旅館,1780,6200,"No.20, Lane 379, Jilin Rd., Jhongshan District, Taipei City 104, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/15589.JPG?v=20250516,中山區,http://www.metro-hotel.tw/,886-2-25942977
伯利恆之星民宿,2800,2800,"No.15-25, Guomin S. Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/297718.jpg?v=20250516,五結鄉,,886-3-9605775
糖心の家,3800,5600,"No.395, Sec. 2, Wujie Central Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/176847.jpg?v=20250516,五結鄉,http://www.sugarheart.tw,886-905-813768
陽光威琪民宿,3800,6500,"No.202, Daxing Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/29.jpg?v=20250516,五結鄉,,886-963-799159
悠然自得民宿,1100,1100,"No.91-13, Feng Vil., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-3-8573137
風島藍民宿,1500,3000,"No.15, Wenxue Rd., Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-6-9218122
心情故事,4600,6600,"No.8, Ln. 395, Daji 2nd Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/32347.jpg?v=20250516,五結鄉,https://lovestorybnb.com/,886-958-693069
小麻雀的家,3000,6800,"No.2-1, Ln. 3, Zhongzheng Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/281877.jpg?v=20250516,琉球鄉,,886-933-340222
南港安樂旅社,1400,1400,"2-3F., No.229, Sec. 1, Nangang Rd., Nangang Dist., Taipei City 115, Taiwan (R.O.C.)",,南港區,,886-2-26511797
宜蘭行館民宿,3800,4200,"No.149, Sec. 2, Qinhe Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/138256.jpg?v=20250516,五結鄉,https://twstay.com/RWD1/index.aspx?BNB=ilaninn,886-919-556947
合益民宿,2000,4500,"No.27, Dongfeng St., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/6623.jpg?v=20250516,台東市,http://www.heyibnb.com,886-937-600823
星成曼波魚民宿,6000,6000,"No.35-3, Ren’ai Rd., Xincheng Township, Hualien County 971, Taiwan (R.O.C.)",,新城鄉,,886-911-372636
臨海居民宿(特色民宿),6000,15000,"No.10-6, Linhai Rd., Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/1809.jpg?v=20250516,馬公市,,886-6-9271000
健康快樂庭園民宿,3000,4500,"No.276, Sec. 1, Shanxi Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/288697.JPG?v=20250516,台東市,,886-911-888598
雲享渡假莊園民宿,3000,3000,"No.19-9, Feng Vil., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-972-157011
博愛優質民宿,2500,3500,"No.71, Xinfu, Guanshan Township, Taitung County 956, Taiwan (R.O.C.)",,關山鎮,,886-910-271493
好樣的民宿,2000,2800,"No.129, Sanmin Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/277087.jpg?v=20250516,琉球鄉,,886-8-8614466
艾莉恩民宿,2800,4800,"No.385, Zhongshan Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-3-8310516
輕井澤民宿,3200,5600,"No.77, Chongqing Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/41540.jpg?v=20250516,花蓮市,http://www.qjz.com.tw,886-926-552188
卑南綠隧民宿,1800,3000,"No.52, Binlang Rd., Beinan Township, Taitung County 954, Taiwan (R.O.C.)",,卑南鄉,,886-89-238716
天馬民宿,4200,4200,"No.33, Xinshan Rd., Ruifang Dist., New Taipei City 224, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/266553.jpg?v=20250516,瑞芳區,,886-2-24962055
假期旅店民宿,2500,4000,"No.96, Fuwo Vil., Nangan Township, Lienchiang County 209, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/9487.jpg?v=20250516,,,886-836-25515
皇后旅店二館,6800,6800,"4F.-2, No.163, Nanjing W. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",,大同區,,886-2-25555877
捷絲旅花蓮中正館,9000,18000,"No.396, Zhongzheng Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/163403.jpg?v=20250516,花蓮市,https://www.justsleephotels.com/hualien/tw/,886-3-8900069
城市角落民宿,4000,8000,"No.17, Ln. 138, Sec. 1, Zhongshan Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-975-625983
品川商旅,18000,28000,"No.37-1, Chongqing Rd., Banqiao Dist., New Taipei City 220, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/265873.jpg?v=20250516,板橋區,,886-2-29548166
涵天童話民宿,5280,6680,"No.7, Ln. 117, Sec. 2, Wujie Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,,886-939-937528
亞馨文創休閒旅館,2950,4350,"No. 1, Aly. 1, Ln. 336, Zhongzheng Rd., Hualien City, Hualien County 970003 , Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/281905.jpg?v=20250516,花蓮市,,886-3-8333815
侘侘行旅,15000,15000,"8F、9F., No.13, Gongyuan Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",,中正區,https://booking.owlting.com/58fce2a4-da31-4790-baf5-1cfbe513da91?lang=en&amp;adult=1&amp;child=0&amp;infant=0,886-2-89782345
HOTEL Z,6000,15000,"No.61, Fuxing N. 1st St., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/80015.jpg?v=20250516,西屯區,https://hotel-z.com,886-4-24525677
金色大地民宿,3800,5800,"No.350, Hanyang N. Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/259845.jpg?v=20250516,台東市,,886-926-308726
太陽民宿,4000,4000,"No.118, Ln. 424, Chengdu S. Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/12217.gif?v=20250516,台東市,http://www.twstay.com/Site/index.aspx?BNB=taitungsun,886-89-359073
石上清泉,3000,4500,"No.39, Taomi Ln., Puli Township, Nantou County 545, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/40716.jpg?v=20250516,埔里鎮,http://springlandvilla.weebly.com/,886-49-2913475
丰居旅店北車館,10000,12000,"No.60, Sec. 1, Chongqing S. Rd., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",,中正區,http://via-hotel.com.tw/,886-2-23142121
幸福驛,4800,4800,"No.8, Qingbian Rd., Ruifang Dist., New Taipei City 224, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/268095.jpg?v=20250516,瑞芳區,,886-938-915670
山田民宿,2500,2500,"No.78-2, Huashan, Gukeng Township, Yunlin County 646, Taiwan (R.O.C.)",,古坑鄉,,886-5-5901981
和寓旅店,3000,6000,"No.2-1, Guangming Rd., Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/132550.jpg?v=20250516,馬公市,,886-6-9260968
夏天來了民宿,3000,3800,"No.250, Suoguangang, Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/18644.jpg?v=20250516,馬公市,,886-6-9950567
染色體民宿,3200,4600,"No.28-6, Shiquan, Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-6-9210993
安平156民宿,4200,7200,"No.24, Ln. 156, Tongping Rd., Anping Dist., Tainan City 708, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/44680.jpg?v=20250516,安平區,http://ap.anpin72.com/,886-929-363093
小雨蛙生態民宿,6000,10000,"No.36, Yutang, Shoufeng Township, Hualien County 974, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/3323.jpg?v=20250516,壽豐鄉,,886-3-8653808
上弦月民宿,3600,4800,"No.123, Wenchang Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/1869.JPG?v=20250516,台東市,https://www.tanghome.com.tw/,886-966-733338
海島の星民宿,2200,3600,"No.14-18, Ln. 1, Fuxing Rd., Liuqiu Township, Pingtung County 929, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/17176.jpg?v=20250516,琉球鄉,,886-955-712992
華賓旅社,800,1200,"1F.-2, No.59, Hemu Rd., Yilan City, Yilan County 260, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/263049.jpg?v=20250516,宜蘭市,,886-3-9322962
太平528民宿,4000,10000,"No.528, Taiping Rd., Beinan Township, Taitung County 954, Taiwan (R.O.C.)",,卑南鄉,,886-965-281528
國光民宿,4600,4600,"No.28, Ln. 110, Zhongzheng Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/37315.jpg?v=20250516,花蓮市,http://www.guo.com.tw,886-3-8334037
感覺台東民宿,3000,4000,"No.122, Sec. 2, Zhongxing Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/19022.JPG?v=20250516,台東市,http://www.futaitung.tw,886-910-672990
綠窩民宿,2200,3600,"No.64-2, Taomi Ln., Puli Township, Nantou County 545, Taiwan (R.O.C.)",,埔里鎮,,886-978-695723
晶澤別館,5000,7000,"No.110, Wenhua St., Yuchi Township, Nantou County 555, Taiwan (R.O.C.)",,魚池鄉,,886-49-7008188
自在家園民宿,1500,1500,"No.15, Guomin 2nd St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-3-8352277
房子民宿,2400,4000,"No.358, Xinhe Rd., Luye Township, Taitung County 955, Taiwan (R.O.C.)",,鹿野鄉,http://luye.taitungminsu.com.tw/bnb/house.htm,886-89-581576
金品精緻旅店,7600,10000,"No.19, Wende Rd., Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,http://www.phjp.com.tw,886-6-9216788
天月人文休閒旅館,12800,12800,"No.18, Chaoma 3rd St., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/93583.jpg?v=20250516,西屯區,http://www.moonlightmotel.com.tw,886-4-22582000
米力旅店,5800,11800,"No.15, Fuxing N. 1st St., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/21161.JPG?v=20250516,西屯區,,886-4-27073777
布客森林民宿,6200,8200,"No.43, Sec. 2, Zhongxing Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/171537.jpg?v=20250516,台東市,http://www.booksnwoods.com,886-89-221210
施媽媽民宿,3000,4000,"No.38, Ln. 0571, Zhongshan Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,http://shimother.970bnb.net/room1.html,886-3-8329796
雀客藏居台中大墩,7500,12800,"No.37, Dadun 20th St., Xitun Dist., Taichung City 407, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/106745.jpg?v=20250516,西屯區,,886-4-23230778
月牙莊民宿(特色民宿),5600,10320,"No.26-3, Jhongsin Rd., Puli Township, Nantou County 545, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/53399.jpg?v=20250516,埔里鎮,http://www.yue-ya.com.tw,886-49-2906638
海之島民宿,1200,4000,"No.34, Zhongshan Rd., Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/257673.jpg?v=20250516,馬公市,,886-6-9273427
聖荷緹渡假城堡,3000,5900,"No.316, Daji 1st Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,,886-953-357266
耕園民宿,1200,4000,"No.23, Xingsheng Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/10165.jpg?v=20250516,台東市,,886-932-661620
陽光綠堤民宿,3000,4500,"No.119, Renyi N. Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/2001.jpg?v=20250516,台東市,,886-937-609020
發現民宿,3500,5500,"No.105, Guolian 2nd Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/169968.jpg?v=20250516,花蓮市,,886-3-8352141
北門臥客青年旅舍,4000,8000,"2F.-1, No.26, Gangu St., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/16802.jpg?v=20250516,大同區,http://www.wecomehostel.com,886-2-25557177
錦錩民宿,2600,4200,"No.122, Shiquan, Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-963-656398
熱門民宿,1700,3000,"No.37, Jieding Ln., Ruifang Dist., New Taipei City 224, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/20845.JPG?v=20250516,瑞芳區,http://www.tophome9.com,886-2-24063769
杜拜時尚戀館,4880,6500,"No.70,70-1,70-2, Sec. 2, Dafu Rd., Yilan City, Yilan County 260, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/23425.jpg?v=20250516,宜蘭市,,886-3-9287700
玩皮城堡民宿,3080,6160,"No.68-2, Gangziwei, Huxi Township, Penghu County 885, Taiwan (R.O.C.)",,馬公市,,886-6-9211977
綺樂文旅 開封館,2300,12000,"No.35, Sec. 1, Kaifeng St., Zhongzheng Dist., Taipei City 100, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/291507.jpg?v=20250516,中正區,https://leroomhotel.com/,886-2-23615889
萩閣民宿,2600,7000,"No.82-1, Fuxing St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/288570.jpg?v=20250516,花蓮市,,886-978-270029
東方之珠民宿,3800,4200,"No.1, Ln. 232, Sec. 1, Shanxi Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/261480.jpg?v=20250516,台東市,,886-926-308726
夜泊民宿,5000,8800,"No.55, Ln. 23, Sec. 3, Zhongxing Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,http://knight-inn.yoyotaitung.com.tw/,886-915-388589
宜蘭和莊渡假別墅,1100,1600,"No.69, Ln. 155, Sec. 2, Wujie Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,https://harmony.goodoks.tw/about.htm,886-3-9505975
楓翎渡假民宿,6000,10000,"No.23-3, Aly. 52, Ln. 291, Sec. 2, Qinhe Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",,五結鄉,https://fengling.ylbnb.com.tw/,886-916-116343
悉緹森特民宿,4200,6600,"No.83, Xinyi St., Hualien City, Hualien County 970, Taiwan (R.O.C.)",,花蓮市,,886-938-898817
十二籃民宿,3200,4800,"No.6-51, Houkutan, Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/255704.jpg?v=20250516,馬公市,,886-6-9273919
海洋渡假村,6000,8000,"No.3, Linhai Rd., Magong City, Penghu County 880, Taiwan (R.O.C.)",,馬公市,,886-6-9273888
東姿商務旅館,5400,7500,"1-4F., No.33, Yijiang St., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/12219.jpg?v=20250516,中山區,http://www.easternbeauty.tw,886-2-25638866
方塊朶朶,5460,15800,"No.177, Gongyuan 2nd Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/96983.jpg?v=20250516,五結鄉,http://boxduoduo.hiweb.tw/,886-3-9500238
布拉姆索鄉村民宿,4200,8000,"No.5-3, Taomi Ln., Puli Township, Nantou County 545, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/274778.jpg?v=20250516,埔里鎮,http://bramasole.okgo.tw/,886-49-2910880
埔里日記民宿,8800,8800,"No.149-1, Zhongzheng Rd., Puli Township, Nantou County 545, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/271406.jpg?v=20250516,埔里鎮,,886-928-262185
ＦＵＮ輕鬆民宿,3600,3600,"No.51, Ln. 181, Daji 5th Rd., Wujie Township, Yilan County 268, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/7579.jpg?v=20250516,五結鄉,http://www.fun0913399918.tw/,886-900-409500
山外山民宿,3000,5000,"No.11, Aly. 31, Ln. 18, Yong’an St., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,,886-955-853793
普羅旺斯民宿,2500,4200,"No.100, Suoguangang, Magong City, Penghu County 880, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/22395.jpg?v=20250516,馬公市,,886-6-9952566
復新文旅,5000,6500,"3、6F., No.282, Fuxing N. Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/15277.JPG?v=20250516,中山區,,886-2-77337959
彩虹莊園民宿,4000,5800,"No.11, Aly. 20, Ln. 146, Sec. 1, Zhihang Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/293850.jpg?v=20250516,台東市,,886-972-015399
冠倫旅店,4000,8000,"1F.-5, No.67, Zhongmei Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/176795.jpg?v=20250516,花蓮市,https://guanlunhotel.noon360.com,886-3-8236926
迪樂商旅,1580,15800,"1-6F., No.121, Sec. 1, Yanping N. Rd., Datong Dist., Taipei City 103, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/22361.jpg?v=20250516,大同區,,886-2-25551130
東大門精緻旅店,4500,6000,"No.107, Fu’an Rd., Hualien City, Hualien County 970, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/263338.jpg?v=20250516,花蓮市,,886-919-287776
森呼吸民宿,3000,3000,"No.15, Ln. 62, Zhejiang Rd., Taitung City, Taitung County 950, Taiwan (R.O.C.)",,台東市,,886-970-580972
六福大旅社,1280,2480,"5F., No.663, Zhongshan Rd., Zhubei City, Hsinchu County 302, Taiwan (R.O.C.)",https://taiwan.taiwanstay.net.tw/twpic/264921.jpg?v=20250516,竹北市,http://www.hotel.url.tw/,886-3-5551337
能量旅店,4800,6400,"No.38, Ln. 25, Kangding Rd., Wanhua Dist., Taipei City 108, Taiwan (R.O.C.)",,萬華區,,886-2-23121211
